50,26 agosto 2019,Tix86,"Ari Pizza ormai è Mamma Pizza, ma poco cambia in termini di qualità. La pizza è sempre eccezionale e croccante, con tante teglie con gusti diversi, e lo testimonia la fila lunghissima che c'è sempre soprattutto nel weekend, peraltro smaltita con rapidità dal personale numeroso ed efficiente. Per quanto mi riguarda un plus non da poco è l'ottima qualità dei supplì. I prezzi poi sono nella norma."
50,14 aprile 2019,Marco M,Con un gruppo di Amici in Vespa ci fermiamo a pranzo da Ari che dire un servizio velocissimo e attento conoscitori degli ingredienti che non è da tutti e ottimi consiglieri!La pizza è il Top e buona la selezione delle birre Bravi ! Continuate sempre così
40,16 febbraio 2020,Maramarzo,"Che dire...tutto molto buono, primi, secondi e dolci...ci siamo comprati anche una pagnotta di pane per i giorni a seguire :)"
50,8 febbraio 2020,antonellad953,"Prodotti di qualità e tutto veramente ottimo.Abbiamo assaggiato anche pizze e calzoni e si sente che gli ingredienti sono genuini.Da sottolineare poi la gentilezza,la professionalità e la passione con cui i proprietari portano avanti questa attività.È assolutamente da consigliate e provare"
50,1 febbraio 2020,ricorrente,Da quando ho conosciuto Breaking Bread sono diventata assolutamente dipendente dai loro dolci. STREPITOSI. Poi il personale è di una dolcezza e disponibilità unica. In questo posto tira sempre aria buona...
50,30 gennaio 2020,W8110UGdianab,"fantasia, passione e attenzione per le materie portano ad un risultato eccellente, apprezzato anche da chi non è vegano (tipo me). Ci sono andata per un compleanno ed il buffet proposto era pieno di cose deliziose! Personale gentilissimo"
50,12 dicembre 2019,va-lentina-ta10,"Sono spesso in giro per lavoro e trovare un posto dove poter mangiare qualcosa di sano e nello stesso tempo buono e’ un po’ difficile..e sono venuta qui sotto consiglio, tutto Km0 e una cucina alternativa... ora non vedo l’ora di ritornarci!! Complimenti alla cuoca!!!Ho fatto una foto di un secondo già iniziato a mangiare..ma non ho resistito ad assaggiarlo!!!Molto bravi lo vorrei vicino casa mia.."
50,14 febbraio 2020,sergioi932,"Una bellissima scoperta!!! Non è il solito ristorante, la qualità delle pietanze, eccellente e preparate con vera professionalità."
50,8 febbraio 2020,rossellab544,Un'ottima scoperta essendo la prima volta. Atmosfera bellissima e accogliente. Ottima la qualità degli ingredienti. Un'ottima cucina ricercata.personale preparato e accogliente. Torneremo sicuramente.
50,15 gennaio 2020,chiarasadolfo,"Ottima qualità del cibo, piatti ricercati e gustosi. Personale cortese e preparato. Location deliziosa.  Ci tornerò sicuramente. "
40,13 gennaio 2020,Massimiliano1964Roma,"La qualità del cibo è di alto livello, così come le proposte dei piatti, originali e curati; nulla è scontato (nel senso che c'è una piacevole inventiva).Personale cortese e disponibile.Il prezzo è commisurato al menu.Unica nota un pò stonata, il locale, piccolo, risulta un po' troppo rumoroso se pieno"
50,12 gennaio 2020,Ylenia C,"Essendo stati in tanti ho avuto modo di assaggiare quasi tutto il menù, e devo dire che, aldilà della mis en place sempre curatissima, ogni forchettata è stata una sorpresa per il palato! C'è una cura nei piatti e nella scelta delle materie prime notevole. Anche il proprietario è stato eccezionalmente simpatico e mai invadente, anche nel consigliarci i vini da abbinare. Prezzi adeguati."
40,19 febbraio 2020,AngeloSperanza,"Non puoi dire di aver fatto un aperitivo a Centocelle se non lo hai fatto ""Dal Veneziano""! Frequento il locale fin dalla prima apertura, ma la nuova location è molto più spaziosa e arredata in stile moderno. Lo staff è fantastico, sempre cordiale e sorridente nonostante sia costantemente super indaffarato, il locale infatti è praticamente sempre pieno... Questo perché il rapporto qualità / prezzo è inarrivabile: Gli spritz sono ottimi (e offerti anche con varianti alternative), hanno un'ottima offerta di vini e il cibo è squisito! I taglieri sono da sempre un fiore all'occhiello, sia per qualità che per quantità, ma i tutti i cicchetti (variano anche quotidianamente) sono spettacolari, io ad esempio adoro le polpette e le chips! Come dicevo prima il posto, nonostante sia spazioso, è sempre molto affollato pertanto spesso è complicato trovare posto seduti, inoltre non è possibile prenotare (che io sappia) e non vi è un vero e proprio servizio al tavolo... E secondo me è anche questo che lo rende ""cult""! Ribadisco... Annateceee! "
30,9 febbraio 2020,Braever,"E' un locale di gran moda in zona Centocelle , molto gettonato tra i ragazzi. Effettivamente i prezzi sono molto competitivi e si riesce a fare una serata piacevole spendendo poco. L'unica pecca è che è sempre ultra affollato e quindi tra i vari ordini, soprattutto nel weekend, devi fare file infinite. Difficile trovare posto e si rischia di aspettare tanto. I piatti proposti sono molto economici, però non tutti di buona qualità, eravamo in quattro e due il giorno dopo si sono sentiti poco bene. Comunque è un locale da provare se si trova in zona Centocelle, armandosi di un bel po' di pazienza per i tempi d'attesa. Il servizio gestito da ragazzi giovani comunque disponibili e sorridenti nonostante la mole di lavoro quotidiana ."
50,7 febbraio 2020,PiGi_86,"ottimo aperitivo, abbondante, lontano dal traffico e dal casino del centro di roma ma comunque molto frequentato. prezzi bassi e qualità molto buona del cibo. ottimi gli spritz."
50,30 gennaio 2020,Ffrog_fru,"Locale piccolino ma perfettamente funzionante, molto pulito nonostante la grande affluenza.Personale veramente gentilissimo nonostante il locale pienissimo e la gran velocità che devono avere nel servire e preparare le cose.Spritz molto buoni e varia la scelta,tagliere ottimo e abbondante (è un must!), buonissime anche pasta e polpette e parmigiana superlativa!!!! Molto varia la proposta delle cose da mangiare a prezzi incredibilmente bassi e nonostante preparino tutto espresso, sono velocissimi! Carinissima anche l'atmosfera e ottima la scelta musicale :) Noi ci siamo stati con due bambini e siamo stati trattati benissimo, nonostante il locale sia frequentato per lo più da ragazzi e coppie più che da famiglie.Complimenti veramente, non capisco come si possano non scrivere solamente recensioni più che positive!!!!"
50,26 gennaio 2020,MartinaVettraino,"Quando voglio fare aperitivo senza fronzoli (quindi sempre, preferisco la qualità e la sostanza al locale di facciata) vengo in questo posto che a mio dire è il paradiso dell'aperitivo.Lo spritz costa come dovrebbe costare uno spritz e aggiungo che per 2.50 euro la qualità è ottima. Alla lista dei vari drink si aggiunge una bella lista di portate da mangiare che posso dire che sono FANTASTICHE.Nel cuore di Centocelle, volendo fare aperitivo con 10 euro mangiate e bevete abbondantemente. Il locale è sempre pieno e la ragione ovvia: il suo successo èmeritatissimo. BRAVI, per voi solo recensioni a 5 stelle. "
50,11 febbraio 2020,LELE7876,"Consigliato da svariati amici, il ristorante ha rispettato ampiamente le nostre alte aspettative. Ottimi e variegati gli antipasti crudi e cotti ed eccellenti le ostriche. A completare il tutto, anche un servizio super, preparati e gentilissimi. Torneremo sicuramente e ancora complimenti a tutto lo staff."
50,6 febbraio 2020,simonas660,Ancora e ancora e ancora una volta!!! In 40 anni di mangiate di pesce voglio gridarlo a voce alta che questo ristorante su Roma è il Top!!! Grandi
50,5 febbraio 2020,illly87,"Il pesce è delizioso, di qualità e fresco. Il menù ha molta scelta è il servizio è buono. Ci tornerò molto volentieri!"
40,1 febbraio 2020,elepaone,Locale accogliente carino e personale gentilissimo . Il menu di pesce molto buono ma la quantità nei piatti un po scarso.  Il prezzo un po’caro ....
50,24 gennaio 2020,Traveler796910,"Semplicemente perfetto...cos'altro aggiungere su questo paradiso del pesce, sia cotto che crudo, consiglio vivamente l'antipasto crudo che è a dir poco eccellente, i primi tutte opere d'arte culinaria, un perfetto duetto tra bellezza per gli occhi e delicatezza per il palato.Il personale è professionale veloce e molto simpatico, assolutamente una tappa da consigliare se si vuole mangiare del pesce FRESCHISSIMO in un quartiere dove non ti aspetteresti mai di trovare un ristorante così bello e curato ed una cucina di qualità superiore.MOLTO MOLTO...MA MOLTO BRAVI!!!"
40,10 febbraio 2020,nurselux,"La gestione è semplicemente fantastica! Siamo stati serviti con cordialità, calore e professionalità. Antipasti buoni, tutti. Fritti asciutti e chiari. Pizze buone e carne sapientemente cucinata. Una lieve attesa dopo gli antipasti, ma sul menù è specificato che la cucina è espressa. Infatti è arrivato tutto buonissimo. Ci tornerò, magari non di sabato."
20,7 febbraio 2020,Ippo1974,Bruschetta e pizza ottimi ma non si può mangiare davanti alla porta il 7 febbraio ! Peccato  Ci rivediamo in primavera
50,31 gennaio 2020,871alfredom,Vengo spesso in questo splendido ristorante(pizzeria) e ogni volta è una conferma... Ragazzi tutti giovani e preparati... Cosa dire lo consiglio a tutti...
50,23 gennaio 2020,angelasperduta,Cena in famiglia... locale molto bello e fresco... Personale giovane e dinamico... Tempi di attesa brevi... Fritti ottimi... Pizza molto buona... E dolci squisiti... Assolutamente consigliato...
40,23 dicembre 2019,Alessandra D,"Ambiente gradevole, pizza molto buona e carne di ottima qualità. Ci tornerò sicuramente con la mia famiglia."
20,22 febbraio 2020,Ema D,"Personale degno del nome della pizzeria. Sono stati gentilissimi e in gamba, infatti eravamo un gruppo ed hanno avuto la cortesia e l'intelligenza di servire subito i bambini! Purtroppo la pizza non è stata soddisfacente. Gli abbinamenti della farcitura erano spettacolari ma l'impasto proprio non mi è piaciuto anche se era digeribilissimo!"
50,9 febbraio 2020,alexiarainbow85,"La gentilezza e la professionalita' di questa Pizzeria sono impagabili!!! Staff accogliente e gentile, pizza buonissima, bassa alla romana, croccante. Ma soprattutto tanti buonissimi sfizi da provare tutti! Super consigliato"
50,7 febbraio 2020,laurafI8927UO,Pizza squisita frutti buonissimi. Ottimo qualita_prezzo. Personale davvero gentile ambiente familiare.
50,3 febbraio 2020,Cris_roma85,"Un bel venerdi sera, passato in famiglia per un occasione speciale!! Un compleanno, passato alle 'Buone Maniere!' Tutto è andato bene...Si è partiti dai fritti sempre buoni , le pizze ben condite (ottima quella ciauscolo e mozzarella!!!) e si è finito con gli amari!Cordialità e buone maniere sempre di casa! Il locale è grande, è proprio quella pizzeria 'di casa!'... Una serata passata con spensieratezza! :D alla prossima!"
30,25 gennaio 2020,Brampier967,"Locale ampio ma un po datato si sta seduti comodi anche se in molti ,mai troppo vicini ,supplì veramente ottimi come anche i fritti ,dove spiccano come originalità e bonta la salvia frittaPzza nella norma ,nulla di particolare mentre il caffè è da migliorare, il personale nessuno escluso sempre educato e gentile nonostante l'età .Consigliato per una cenetta in famiglia numerosa "
40,9 febbraio 2020,wmaggiore,Se non lo conosci non ci arrivi. E' poto in una stradina ad un solo senso ed all'interno di un cortile di una casa a due piani. Ambiente informale e ben allestito. Buoni i fritti e le pizze basse e ben condite. Pochi (ma buoni) i dolci. Non molto fornita la cantina. Poche le scelte del ristorante. Tutto sommato si sta bene. Ci tornerò volentieri
50,5 febbraio 2020,asromabella,"Personale gentilissimo, pizza buonissima, sottile e croccante, una rarità trovarla così buona.. Solitamente prendo capricciosa ma dietro un gradito ed amichevole consiglio prendo la pizza bianca con patate lesse a julienne guanciale pecorino e pepe: un eccellenza!!! Fritti superlativi fatti da loro: supplì porcini e tartufo.. e mozzarelline, non le solite palline ma quadrotti di mozzarella fritti fatti in casa... Ritorneremo volentieri.. Consigliatissimo "
40,5 febbraio 2020,Ema D,"Frequento spesso questo locale, in estate c’è un patio carino e silenzioso, in inverno un ambiente raccolto e familiare. Le pizze sono buonissime così come gli antipasti! L’ambiente è proprio da “ allegra brigata “ ma piacevole anche se si è romanticamente in 2! Non delude mai! Il personale è cordiale. Quando il locale è pieno, sono un po’ lenti ma penso perché servirebbe un forno più grande! Speciale la pizza con la nutella!"
50,2 febbraio 2020,Tablo18,"Ho avuto il piacere di ritornarci dopo moltissimi anni e per fortuna quei sapori sono rimasti tali. Uno di quei pochi posti dove ti senti a casa, mangi bene e ti alzi senza essere appesantito. La pizza sottile, ben cotta, la mozzarella al punto giusto che non invade i sapori, i fritti buonissimi e i dolci super cioccolatosi. Ritorneró per assaggiare i primi. Lo consiglio ad occhi chiusi. Bravi ragazzi!!!!"
50,11 gennaio 2020,Andrea O,"finalmente la vera pizza romana. fina al forno a legna, buonissima. pasta alla carbonara eccellente. servizio fantastico. sicuramente ci ritornero'."
50,21 febbraio 2020,befffalo,"Inizio con il dire che la pizza è ottima! Impasto sottile, ben lievitato, cottura a regola d'arte! Ci sono sia le pizze ""classiche"" che qualche pizza gourmet che variano con una certa frequenza. Ottimi anche i fritti e le bruschette, a mio avviso poca scelta di dolci, ma quelli che abbiamo assaggiato erano veramente molto buoni.Per finire una buona selezione di birre e vini.Personale gentile ed accogliente, locale informale, servizio veloce, prezzi adeguati alla qualità."
50,16 febbraio 2020,alenapoli74,"Ottimo tutto dai fritti alla pizza.Abbiamo provato il supplì classico,il tonnarello cacio e pepe quello all'amatriciana uno meglio dell'altro poi la pizza sottile croccante ben condita si sente dal sapore che usano ingredienti di qualità .Il personale é stato molto accogliente, gentile e professionale, quindi non capisco le poche recensioni negative fatte su questa ottima pizzeria ."
50,14 febbraio 2020,NicolettaBalletti,Fritti buonissimi! Pizze meravigliose. La mega focaccia con la mortadella è il top! I dolci.. che ve lo dico a fare: divini!!
30,14 febbraio 2020,Alealealealealee,Allora il tipo di pizza romana ovviamente ti deve piacere altrimenti lascia stare gli ingredienti si vede sono ottimi di qualità ..il personale..mm un Po frettolosi (e abbiamo prenotato dopo le 9 apposta perché sappiamo che nei locali se vai prima poi ti devi alzare) nonostante ciò avevano fretta di far sedere altri tavoli..una cena che finisce in 35 min proprio no..una ragazza (che ha fatto cassa ) in particolare anche un Po scocciata..
50,14 febbraio 2020,Romanvmxix,"Pizza buonissima romana, tantissimi specialità soprattutto i fritti! Locale carino e ospitale! Un po’ difficile la prenotazione perché sempre pieno"
50,15 aprile 2019,Mauriziossim,"peccato ci son solo 5 stelle da dare. Ottima pizza di super qualità incredienti pazzeschi tutti di prima qualità, straconsigliato, personale super gentile."
50,13 ottobre 2018,MicaelaSperduti,"L'impasto è fragrante e ben lievutato, i condimenti sono qualcosa da togliere il fiato! Quella alla parmigiana e quella cicoria stracchino e ciauscolo top su tutte! Da non perdere"
50,27 settembre 2018,francescon314,"Pizza cn molti gusti differenti di digeribilita ottima, soffice e con aggiunte sopra di qualita. Gentilezza e cortesia da una esperienza storica."
50,25 settembre 2018,Traveler826429,"Ottima pizzeria a taglio con molti gusti diversi dai soliti, con impasto ad alta digeribilità. ....eccellente...... Qui in zona direi che è la migliore senza ombra di dubbio."
50,25 settembre 2018,Arcieri D,Una pizza fantastica buonissima digeribile e fatta con prodotti di qualità pizze così non sé ne trovano a Roma è l'unica per me
50,11 ottobre 2019,DipaSal,"Se vi capita di fare due chiacchiere con il personale vi accorgerete subito della loro grande competenza e cordialità. Traspare la loro passione e la voglia di fare le cose per bene dall’attenzione mostrata nella qualità e nella freschezza dei prodotti. Tutti i piatti erano ottimi e il panino con il pulled pork era divino, per niente asciutto e si scioglieva in bocca. Birre eccezionali, selezionate con cura e che una volta assaggiate vi faranno dire addio alle birre commerciali (ne ho assaggiata anche una affumicata che mi ha davvero stupita!).Un nuovo posto preferito dove tornerò volentieri. "
50,8 ottobre 2019,calergorm72,"Non fermatevi alla prima impressione, il locale offre un bell'ambiente lo staff molto cordiale...un menù semplice, da piccola birreria, ma buon cibo e ottime birre...soprattutto per gli intolleranti una birra gf artigianale buonissima."
50,27 settembre 2019,berlicche81,"Era da un po’ che non recensivo un locale, torno a farlo perché questo piccolo pub mi ha favorevolmente impressionato. 5 ottime birre alla spina, menù non amplissimo ma ben ponderato e materie prime di ottima qualità. Ho preso un panino con il pulled pork ed è, a mio avviso, tra i migliori di Roma -se non il migliore- e come contorno una patata al cartoccio ( sì, non fanno le patate fritte... scelta alternativa e molto apprezzabile). Personale gentile, preparato e disponibile. Ulteriore nota di merito: locale pet friendly . Lo consiglio vivamente."
50,28 luglio 2019,grimbeorn,"Traspare dalla cura dei piatti, dalla qualità dei prodotti, dalla gentilezza e dalla competenza del servizio come in questo locale si lavori con passione!Il super pork style è veramente squisito, così come le polpette: gusto deciso e un ottimo uso delle spezie. Tra le birre la celebrator è decisamente la mia preferita.Bravi veramente, un piccolo locale dal grande valore!"
40,27 luglio 2019,Bisteccone79,Locale piccolo ed accogliente. Birre buone panini ben conditi e grossi il giusto. Personale disponibile e cordiale Prezzo nella media della zona
20,11 ottobre 2019,Seiphora,"Buono l'impasto, morbido sopra e croccante sotto, peccato per i condimenti e le farciture veramente di scarsa qualità. Non riesco a spiegarlo meglio, odori e sapori come dal kebabbaro. Alcuni abbinamenti sono veramente infelici, come la ricotta con le scorzette di limone su un'impercettibile fetta di zucchina o la fettina panata su frittata di zucchine. Capisco la volontà di essere originali in un mercato come quello della pizza al taglio diventato competitivissimo qui a Roma, ma mi chiedo se quando le hanno ideate ste pizze le hanno pure assaggiate... Fritti asciutti, ma improponibili per le stesse ragioni di cui sopra."
50,9 ottobre 2019,netro68,"Impasto e lievitazione della pizza magistralmente eseguiti, il tutto si scioglie in bocca senza appesantire e ricorrere a litri di acqua per spegnere la sete. Supplì davvero ben fatti e non unti con sapori ben amalgamati. Piccola Pizzeria di quartiere da promuovere a pieni voti. Bravi"
50,3 settembre 2019,fuscom225,Pausa pranzo al top!! Pizza buonissima e lievitata al. Punto giusto.. Si trovano vari gusti ma. Quella lasagna vince su tutte!!  Personale gentilissimo e cordiale..
40,23 luglio 2019,Claudio M,Abitando qua vicino mi ritrovo spesso in questa pizzeria che fa solamente pizza da asporto..Pizza veramente di alto livello ma la pizza a taglio raggiunge anche i 24 euro al chilo..Un'enormità considerando che siamo a centocelle;c'è da dire invece che le pizze tonde partono da 5 euro per arrivare a 7 euro e anche queste di ottima qualità.Comunque aparte i prezzi un po cari consigliatissimo
40,20 giugno 2019,Dal1977,"Cena veloce, personale cordiale, al centro del quartiere storico di San Lorenzo. Ottimi i piatti tipici romani. Ritornerò per assaggiare i secondi."
50,8 gennaio 2020,870ezios,"Il locale è piccolino ma molto carino e curato nei minimi dettagli.Le ragazze sono molto gentili e abbiamo mangiato veramente bene.La pinsa è ottima e i dolci buonissimi,lo consiglio a tutti.Il conto giusto"
50,27 dicembre 2019,edoardopassa,"Torno in questo ristorante dopo 4/5 anni dall’ultima volta. Locale completamente rinnovato, più luminoso e molto accogliente, qualche tavolo anche all'esterno (riscaldato), cucina tipica romana deliziosa ed abbondante come ricordavo. Ottimi tutti gli antipasti e sorprendenti i nuovi dolci, buonissimi. Buonissima anche la pinsa romana!Ottimo rapporto qualità/prezzo e personale davvero accogliente. Lo consiglio vivamente!"
50,19 dicembre 2019,emilianos1983,"Siamo stati a cena ieri sera alla Fraschetta 2. Una cena di lavoro con 40 persone. Abbiamo mangiato benissimo. La Pinsa è leggera e croccante, i supplì straordinari. Le patatine cacio e pepe sono da urlo...spesse e buonissime!!! Il personale gentile, disponibile e mai invadente nonostante il gran chiasso che abbiamo fatto!!! La consiglio vivamente sia per una cena con amici e sia per una cena di lavoro!!!! TOP!!!!"
50,12 ottobre 2019,GiangioBangio,"Locale accogliente, ci si dimentica di essere a Roma, personale cordiale, educato e attento al cliente.Cibo di ottima qualità con un riferimento particolare ai supplì fatti a mano, uno spettacolo!Pinsa leggera e ben cotta, con condimenti di qualità.Prezzo molto più che onesto, una delle mie pizzerie preferite a Roma!"
40,12 ottobre 2019,910enzac,Siamo andati al compleanno di una ns cara amica in questa pizzaeria una piacevole scoperta ambiente tranquillo accogliente da ripetere
50,6 ottobre 2018,Daniela P,Recensione mininal. Stavolta ho provato l'hamburger di patate con melanzane e friarielli... Ottimo!  Alla prossima!
50,23 settembre 2018,K6952PNmaurod,Come da titolo ogni tanto ci sono passato post allenamento ed è buono ed economico. Straconsigliato.
50,16 giugno 2018,Nicolò G,"Siamo arrivati alla Pucceria Poldo siamo stati accolti da Daniele che ci ha preparato 4 Pucce. Io non l'avevo mai mangiata. Super Buona, di ottima qualità. Ci ritornerò sicuramente. Se ti trovi in zona, entra da Poldo, non te ne pentirai."
40,16 giugno 2018,claudi0dl,Da fuori sembra una normale panieneria. Ma non è così. La puccia è fresca di giornata e cotta sul momento. Ingredienti di qualità. Una goduria. 5 euro benbenben spese!
50,20 aprile 2018,Andrea S,"Locale rozzo, arredamento minimale e zona popolare. Le tre caratteristiche che rendono Poldo un ottimo candidato per lo street food ""da paura"" e così è.Taglia della puccia media o grande, punto sulla grande che è formata da 400 grammi di solo pane, viene riempita con un hamburger schiacciato davanti i miei occhi e una quantità onesta di verdure e salse.A quel punto la cosa è chiara: Poldo prende la tipica tradizione pugliese e la porta nel cuore di roma in modo egregio. La puccia è buonissima, sempre delicata ma aggressiva e con un ottima qualità sia dell'impasto e sia degli ingredienti interni.Quantità di birre a disposizione un po' scarna, puntando solo sulle classiche, magari qualche artigianale non guasterebbe la festa.Prezzi bassissimi e qualità TOP. Andateci, senza dubbi.P.S. i posti per sedersi sono pochi, nel caso la dovete mangiare in piedi o portando via il bottino, scegliete bene."
50,16 settembre 2019,massimilianosgurgula,Titolare squisito che predilige il rapporto umano raccontando storie sui meravigliosi vini naturali e ottimi piatti da gustare in abbinamento
50,12 luglio 2019,marcoetommy,In questo locale ci sono ottimi vini a prezzi giusti accompagnati fino ad una certa ora da uno sfizioso piattino.Il titolare è molto preparato e gentile. Ottima anche la scelta dei distillati.
50,2 luglio 2019,hifulvio,"Di fronte alla qualita' al vino scelto e proposto nel giusto modo, alla disponibilita' e gentilezza del personale...posso solo dire chapeau! Buona, anche, la pils gustata con gli amici...amaricata e frizzante al punto giusto. Una recensione piu' approfondita sara' proposta nei tempi trip."
50,20 aprile 2019,Valelil,"Un punto di riferimento quando siamo in zona. Varietà di vini degna della sapienza del gestore che sà capire/azzeccare eventuali gusti. Affidarsi a lui è la cosa migliore che potete fare... ogni volta un viaggio sensoriale senza uguali. Non ha solo vini italiani. Per quanto riguarda il cibo, una cucina molto veloce per accompagnare come bruschette particolari, piadine o piatti composti ma poche scelte per ogni ""settore"" sinonimo di ""meglio pochi ma buoni"". Non hanno la cucina.Il tagliere è enorme con affettati e formaggi molto particolar ben spiegati(in due un super aperitivo,)."
40,14 aprile 2019,Ferdinando G,Scelto come pre teatro (Teatro della Forma) trovavo un locale accogliente con pietanze gustose ed ottima scelta di vini. personale caldo e gentile.
50,17 febbraio 2020,Andry438,ottima combinazione qualita' prezzo da riprovare assolutamente. Consiglio vivamente pizza suppli e tiramisu.
40,4 febbraio 2020,felicimar,Rimpatriata con la vecchia comitiva su indicazione di un carissimo amico abbaiamo iniziato con una serie di fritti baccala suppli pizzottelle accompagnato da un buon vino della casa poi due pale di pizza a vari gusti ma di un buono unico poi un buon tiramisu' della casa caffe' in distillato per tutti prezzo ONESTO unico neo una caciara vociare unico ma ci puo' stare da tornarci bravi!
50,27 gennaio 2020,luxsoleil,"Posto in periferia ma davvero una scoperta, per gentilezza e bontà. Ottima la cantina dei vini ... soprattutto quello bevuto durante la cena : ""Coste di Moro""! Da tornare :))"
40,11 gennaio 2020,Scintilla71,"trovato per caso, nel bel mezzo del quartiere centocelle. locale spazioso e pulito. a pranzo di feriale ha praticamente riempito i posti. prezzi nella media. servizio veloce. buona la scelta del menù (anche di pesce). niente male nel complesso."
50,10 gennaio 2020,Lorenzo M,Ottimi piatti della cucina romana preparati con cura e veramente di qualità. Malgrado il locale fosse pieno per la festività dell'Epifania il servizio è stato impeccabile.Consigliatissimo anche perché la scelta dei piatti sul menù è ampliato dai piatti del giorno scritti sulla lavagna presente in sala.
50,20 febbraio 2020,Camprie,Personale cortese e disponibile...piatti con qualità al TOP ! Prezzi onestissimi!! Vi serve altro ?! Provatelo!! ..e mi darete ragione
40,13 febbraio 2020,teti82,Tutto buonissimo! Il locale è molto carino ed ha quel tocco in più che lo rende adatto anche as una cena speciale. Non do cinque di punteggio per la zona ma la cucina li merita di sicuro! Provatelo!
50,24 gennaio 2020,280kleec,"Sono stata più volte in questo locale molto carino dove il personale è gentilissimo ed il cibo ottimo.... Cibo talmente  buono che, come ieri sera, lo abbiamo ordinato e ce lo siamo fatti portare a casa!"
50,23 gennaio 2020,86fredot,"Sono stato a mangiare in questo locale, trovato per caso e spinto dalle ottime recensioni, qualche giorno fa. Posso dire che sono tutte confermate: locale piccolo, con pochi posti ma molto carino e ben curato; i gestori sono 2 ragazzi gentilissimi;anche se non fanno l'ayce non lo rimpiangerete perché, anche se il menù è alla carta, potrete scegliere tra tre menù comunque abbondanti. La qualità del pesce è ottima. C'è cura nella preparazione e nella presentazione dei piatti; in più diverse rivisitazioni dei tipici piatti giapponesi. Se mi troverò di nuovo in zona ci passerò sicuramente. Continuate così! "
50,17 gennaio 2020,paolomV7283TB,Ottima cena in questo nuovo locale di centocelle sushi squisito personale davvero simpatico ti fanno sentire come a casa notevole la cheesecake
